Region Tag,ID Number,Homelands,Subsistence Building,City,Port,Farm,Mine,Wood,Arable Land,Provinces,Traits,Arable Resources,Caped Resources,Naval Exit,Prime Land
STATE_FLANDERS,50,cu:flemish,building_subsistence_farms,x018061,x0141A0,x800060,x808061,x8041A0,90,x800060 x808061 x93FB2E x018061 x0141A0 x8041A0,,bg_wheat_farms bg_livestock_ranches,bg_logging=23 bg_fishing=5,3028,
STATE_AUSTRIA,51,cu:german,building_subsistence_farms,x316141,,x9001A0,x9001A0,x0CBB8F,80,x0CBB8F x20CF50 x316141 x1180A0 xA40093 x7F2E4E x62F70E xA9793B x9001A0 xFDA6CB x84C7C3,state_trait_danube_river,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=44 bg_logging=7,,
STATE_BOHEMIA,52,cu:czech cu:german,building_subsistence_farms,x81C142,,x9C175D,x74C71F,xAFD2D1,195,x67FE18 x9080A0 x0B9B4F xCDE96E x71E041 x61902F x716141 xD286DB x400226 x81C142 x465A13 xA40163 xEE1941 x9C175D x74C71F xAFD2D1 xF06141 xF0E041 x1D6B94 x2ED2B3 xFA371D,state_trait_elbe_river,bg_rye_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=48 bg_iron_mining=45 bg_logging=17,,
STATE_MORAVIA,53,cu:czech cu:german,building_subsistence_farms,xD9A784,,xEF6080,x1D088E,x12778D,80,xEF6080 x1D088E xD9A784 x49C8F7 x12778D x10DFDF xF0E080 x08AA4B x4B3444 x71E080,,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=56 bg_logging=14,,
STATE_STYRIA,54,cu:german,building_subsistence_farms,xB06141,,x8F8020,x59D927,x86FD73,40,x8F8020 x155A44 x59D927 x1101A0 xB06141 x86FD73 xB4D292 x017E3C,state_trait_drava_river,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=40 bg_iron_mining=24 bg_lead_mining=24 bg_logging=8,,
STATE_TYROL,55,cu:german,building_subsistence_farms,x51C0E0,,x5D4166,xF0E0C0,xD0C0E0,30,xF061C0 xF0E0C0 xD0C0E0 xC74CD7 x4A9C68 x51C0E0 x5D4166 xEC6873 xAB7EB0,state_trait_alps_mountains,bg_wheat_farms bg_livestock_ranches,bg_gold_mining=2 bg_iron_mining=36 bg_logging=9,,
STATE_SOUTH_TYROL,56,cu:german cu:italian,building_subsistence_farms,xD0BF60,,xD0BF60,x039D0F,xD040E0,15,x1120FF xD0BF60 x039D0F xD040E0,state_trait_alps_mountains,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_logging=6,,
STATE_POMERANIA,57,cu:german,building_subsistence_farms,x6A53CF,x567452,xA0C020,x19AE19,xA0C020,55,xE1A03A x8D1E12 xCDEAE4 x6A53CF xA04121 xEF5730 x3C26DD x8001A0 x8C6982 xD4C37D x567452 xA0C020 x19AE19 x89A2A9 x86E6F2 xA9BD82,state_trait_oder_river,bg_rye_farms bg_livestock_ranches,bg_logging=11 bg_fishing=10,3019,
STATE_ELBE,58,cu:german,building_subsistence_farms,x587297,x68BE66,xC08061,x587297,xA5E2E8,30,x392FDA x68BE66 xA5E2E8 x418061 xC08061 xC080E0 x7C8FD3 xF54C13 x587297,state_trait_elbe_river state_trait_bremerhaven,bg_rye_farms bg_livestock_ranches,bg_logging=9 bg_fishing=5 bg_oil_extraction=30,3027,xC080E0 
STATE_EAST_SWITZERLAND,59,cu:swiss,building_subsistence_farms,x5FB41E,,x7E4B86,x90C0E0,xD00161,40,xD00161 x5FB41E x90C0E0 x11C0E0 x7E4B86,state_trait_alps_mountains state_trait_rhine_river,bg_rye_farms bg_livestock_ranches bg_vineyard_plantations,bg_iron_mining=30 bg_lead_mining=30 bg_logging=17,,
STATE_WEST_SWITZERLAND,60,cu:swiss,building_subsistence_farms,xED07F7,,xD08060,x9080E0,xA042B5,50,x9080E0 x7ACC0B xE51E78 xED07F7 x9041E0 xEBF5B1 xA042B5 xD08060 x508060 x117FE0,state_trait_alps_mountains state_trait_rhine_river,bg_rye_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=48 bg_iron_mining=24 bg_lead_mining=24 bg_logging=6,,
STATE_WESTPHALIA,61,cu:german,building_subsistence_farms,xA08061,,x1DD141,x218061,x1DD141,60,x1BA4F6 x4101A0 x218061 xA08061 x9F0060 x1DD141 x418021 x910095,state_trait_ruhr_coalfield,bg_rye_farms bg_livestock_ranches,bg_coal_mining=80 bg_iron_mining=36 bg_sulfur_mining=32 bg_logging=24,,x418021 xA08061 x218061 x1DD141 
STATE_ANHALT,62,cu:german,building_subsistence_farms,xA080E0,,x8A448C,xCF5D8E,xA51232,75,x8A448C xA080E0 xCBA4A5 x34386E xED8F7B x618061 xA51232 x12694A x3C9B93 xCF5D8E xE0C0A0,state_trait_elbe_river,bg_rye_farms bg_livestock_ranches,bg_coal_mining=44 bg_logging=20,,xE0C0A0 xA080E0 xA51232 
STATE_RHINELAND,63,cu:german,building_subsistence_farms,x904020,,x707505,x11C021,xD080A0,55,x904020 x11C021 x5D7A68 xD080A0 x707505 xC1B963,state_trait_rhine_river,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=60 bg_lead_mining=30 bg_logging=11,,
STATE_NORTH_RHINE,64,cu:german,building_subsistence_farms,x9F4072,,x518021,x834B66,x486F6A,77,x518021 x9F4072 x29CCD6 x834B66 x8001E0 x486F6A,state_trait_rhine_river state_trait_ruhr_coalfield,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=25 bg_iron_mining=20 bg_logging=7,,
STATE_BRANDENBURG,65,cu:german,building_subsistence_farms,xF8D457,,x83B1A8,xDF4020,x514C51,50,x60BF20 x61C0A0 xF8D457 xF77289 x9B9076 x514C51 xB90BFF xDF4020 x9E7304 x069CFB xA65DA6 x76EF4E x83B1A8 xA040A0 x28CEC2 x82F9A8,state_trait_oder_river,bg_rye_farms bg_livestock_ranches,bg_coal_mining=44 bg_logging=6,,
STATE_SCHLESWIG_HOLSTEIN,66,cu:danish cu:german,building_subsistence_farms,x64824C,x60809F,x00C060,x00C060,x804160,40,xE000A0 x00C060 xBFCC21 x60809F x78B203 xE3C876 x804160 x64824C,,bg_rye_farms bg_livestock_ranches,bg_logging=6 bg_fishing=6,3019,
STATE_WURTTEMBERG,67,cu:german,building_subsistence_farms,x118060,,xDBB84C,xDBB84C,xC541D2,70,x8F0060 xC541D2 x100060 x118060 xDBB84C x908060,state_trait_black_forest,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_logging=9,,x118060 x100060 xC541D2 
STATE_BADEN,68,cu:german,building_subsistence_farms,xE0A2B9,,xB08061,xAEBA2A,x318061,50,xB08061 xE0A2B9 xB00160 xAEBA2A x318061,state_trait_rhine_river state_trait_black_forest,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=20 bg_iron_mining=15 bg_logging=11,,
STATE_HANNOVER,69,cu:german,building_subsistence_farms,x694B91,xF9DCA2,x4D62A0,x165E05,xBBA504,60,x8080E0 x165E05 x784B8E xECC3B4 xBBA504 xF9DCA2 xC00161 x694B91 xBF00DF x4D62A0 x4101E0,,bg_rye_farms bg_livestock_ranches,bg_iron_mining=24 bg_logging=9 bg_fishing=4 bg_oil_extraction=30,3027,
STATE_BRUNSWICK,70,cu:german,building_subsistence_farms,xA61E6E,,x4C16EA,xA61E6E,xA61E6E,30,x43D537 x2180E0 xA001E0 xA61E6E x4C16EA,,bg_rye_farms bg_livestock_ranches,bg_coal_mining=40 bg_iron_mining=45 bg_lead_mining=45 bg_logging=6,,x2180E0 xA61E6E 
STATE_BAVARIA,71,cu:german,building_subsistence_farms,xE76994,,xFE59E7,xE75868,xC347B1,65,x3101A0 xB08021 x010AD7 xE75868 x318021 xA7094D x6EA29B xC347B1 xFE59E7 xE76994 x68CE1C x8C26DD x704A5F x18A2E1 x565185 x82F4B9 xB00121,state_trait_danube_river,bg_wheat_farms bg_livestock_ranches,bg_coal_mining=60 bg_iron_mining=30 bg_lead_mining=30 bg_logging=23,,
STATE_FRANCONIA,72,cu:german,building_subsistence_farms,xD0C0A0,,x648AD1,xF91154,x51C0A0,80,x9040A0 x0B0DBA xD0C0A0 x51C0A0 xA55FB1 x648AD1 xD041A0 xF91154,,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_iron_mining=30 bg_logging=17,,
STATE_SAXONY,73,cu:german cu:sorb,building_subsistence_farms,x169073,,xD0C021,x917939,x31E0C0,100,x43CE26 x614121 xC00A37 x66FE0A xAFDFBF xD0C021 x31E0C0 x169073 x5141A0 x917939 x51C021 x795368,state_trait_elbe_river,bg_rye_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=80 bg_iron_mining=30 bg_sulfur_mining=80 bg_logging=6,,x31E0C0 xC00A37 xD0C021 x66FE0A x169073 x614121 xAFDFBF x917939 x43CE26 
STATE_HESSE,74,cu:german,building_subsistence_farms,x11C0A0,,x1141A0,x8B7C67,xD04121,80,xD04121 x90C0A0 x1141A0 x90C020 xFF1DBB x11C0A0 x3E794B x2248E2 xC08020 x8B7C67 x1357DB,,bg_rye_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=60 bg_iron_mining=30 bg_sulfur_mining=40 bg_logging=8,,x1141A0 x8B7C67 xD04121 x1357DB 
STATE_MECKLENBURG,75,cu:german,building_subsistence_farms,xE080A0,xD8F441,xD9A469,xE041A0,x12E54F,25,xD8F441 xD9A469 x12E54F x4545BE xE041A0 xE080A0 x24CA48,,bg_rye_farms bg_livestock_ranches,bg_logging=8 bg_fishing=10,3019,xE080A0 x12E54F 
STATE_RUHR,584,cu:german,building_subsistence_farms,x2101E0,,x5101A0,xD08021,x0180E0,39,x2101E0 x5101A0 xD08021 x0180E0,state_trait_rhine_river state_trait_ruhr_coalfield,bg_wheat_farms bg_livestock_ranches,bg_coal_mining=55 bg_iron_mining=10 bg_logging=4,,
STATE_MAINE_ANJOU,970,cu:french,building_subsistence_farms,x093DF5,,x192CA5,x30E080,x6B5474,112,xD02040 xF6A48C x093DF5 xB0E080 x30E080 x6B5474 x56E158 x7CAE05 x192CA5,state_trait_loire_river,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_iron_mining=30 bg_logging=11,,
STATE_LOMBARDY,76,cu:italian,building_subsistence_farms,xD04060,,x867A90,x3F1E38,x4713EE,110,x3F1E38 x70B8A9 x50C060 x4713EE x867A90 xA40CE9 xD04060 x9AC196,state_trait_po_river,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_iron_mining=27 bg_lead_mining=19 bg_logging=7 bg_oil_extraction=5,,
STATE_PIEDMONT,77,cu:italian,building_subsistence_farms,xA9397D,x904061,x11C061,x1140E0,xD080E0,90,x90C060 x5F6BAA x904061 xACB500 xD080E0 xA9397D x54728A x11C061 xF00544 x1140E0 xAA6958 xDA86EA,state_trait_po_river,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_coal_mining=28 bg_iron_mining=45 bg_lead_mining=45 bg_logging=8 bg_fishing=6,3032,
STATE_SARDINIA,78,cu:italian,building_subsistence_farms,xDC4AE3,x0D6170,xFD923D,xFA1A93,xA61F49,15,xDC4AE3 xA61F49 xFD923D xD8550D x30A040 xFA1A93 x80D020 x0D6170,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_coal_mining=20 bg_iron_mining=21 bg_lead_mining=21 bg_sulfur_mining=20 bg_logging=11 bg_fishing=10,3032,
STATE_MALTA,79,cu:maltese,building_subsistence_orchards,x015121,x015121,x3A8B51,,,5,x015121 x3A8B51,state_trait_natural_harbors,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_sugar_plantations,bg_fishing=3,3033,
STATE_UMBRIA,80,cu:italian,building_subsistence_farms,x30C021,xD3A384,xD8F07B,x6E8D07,x30C021,20,x6E8D07 x72531E xE782CC xD8F07B x30C021 xD3A384,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_iron_mining=9 bg_logging=7 bg_fishing=5,3033,
STATE_CORSICA,81,cu:italian,building_subsistence_pastures,xEF4020,x706E78,x396B5C,,xEF4020,10,x396B5C x706E78 xEF4020,,bg_livestock_ranches bg_vineyard_plantations,bg_logging=6 bg_fishing=7,3032,
STATE_CAMPANIA,82,cu:italian,building_subsistence_farms,x214415,xDF1CE3,x73CE17,xDF1CE3,x890469,90,x890469 x73CE17 x0E8BCC x214415 x4090A0 xDF1CE3,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=11 bg_fishing=10,3032,
STATE_CALABRIA,83,cu:italian,building_subsistence_farms,xC050E0,xC01020,xC050E0,xC01020,xE78C7B,30,xC01020 xC050E0 x785460 xE78C7B,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_sugar_plantations bg_vineyard_plantations,bg_coal_mining=16 bg_iron_mining=24 bg_logging=7 bg_fishing=12,3033,
STATE_APULIA,84,cu:italian,building_subsistence_farms,x30209F,x74BD9B,x2C8F44,x704020,x4050DF,60,x30209F x2C8F44 x704020 x4050DF x74BD9B x836841 xEFC992,state_trait_terra_rossa,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=4 bg_fishing=14,3033,
STATE_ABRUZZO,85,cu:italian,building_subsistence_farms,x31C0A0,x0AE57A,xA6F611,x0D3025,x31C0A0,25,x31C0A0 xA6F611 x0AE57A xF34DC0 x0D3025,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=9 bg_fishing=7,3033,
STATE_SAVOY,86,cu:italian cu:french cu:swiss,building_subsistence_farms,x56B04B,,xD000E0,x56B04B,xD000E0,20,x56B04B x6B4BA4 xD000E0 xDDDD3B,state_trait_alps_mountains,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_iron_mining=24 bg_lead_mining=24 bg_logging=11,,
STATE_EMILIA,87,cu:italian,building_subsistence_farms,x0B3B43,xF080A0,x0B3B43,xEF0021,x700120,60,xEF0021 x0B3B43 xF080A0 x700120 xF08021,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_vineyard_plantations,bg_iron_mining=24 bg_logging=13 bg_fishing=3,3032,xF08021 x0B3B43 
STATE_TUSCANY,88,cu:italian,building_subsistence_farms,xFAFCD4,x6A7662,xF12431,xB04020,xB04020,60,x7080A0 x6A7662 x32BA1A xB04020 xFAFCD4 xF12431,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_vineyard_plantations,bg_iron_mining=60 bg_sulfur_mining=40 bg_logging=11 bg_fishing=5,3032,
STATE_ROMAGNA,89,cu:italian,building_subsistence_farms,x7000A0,x708020,xFE3729,xF000A0,x708020,40,xFE3729 x708020 x7000A0 xF000A0,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_sulfur_mining=48 bg_logging=8 bg_fishing=6,3033,
STATE_LAZIO,90,cu:italian,building_subsistence_farms,xB5726E,xB5726E,xB0C0A0,x3040A0,xB040A0,60,xB0C0A0 x3040A0 xB5726E xB040A0,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_vineyard_plantations,bg_logging=11 bg_fishing=7 bg_monuments=1,3032,
STATE_VENETIA,91,cu:italian,building_subsistence_farms,x3083C8,xB001A0,x5141E0,x8EEB7A,x6984B4,70,x3083C8 x605424 x3080A0 x5141E0 xC02A3F x6984B4 xB001A0 x554866 xB080A0 x8EEB7A,state_trait_po_river,bg_wheat_farms bg_livestock_ranches bg_silk_plantations bg_vineyard_plantations,bg_coal_mining=44 bg_sulfur_mining=36 bg_logging=7 bg_fishing=12,3033,
STATE_SICILY,92,cu:italian,building_subsistence_farms,xF0AF66,x805120,x00D020,xB7B8F1,x8A0548,60,xC090A0 x00D020 xB7B8F1 x8A0548 x805120 xF0AF66 x702CA8,state_trait_sicilian_sulfur_mines,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_sugar_plantations bg_vineyard_plantations,bg_sulfur_mining=100 bg_logging=6 bg_fishing=10,3033,
STATE_TOLEDO,93,cu:spanish,building_subsistence_farms,xDCD24C,,xB0A000,x8010A0,xB0A080,40,xA1BEC2 xB0A080 x302080 xF841E6 x92DDDA x41C3FC x8010A0 x88CEE5 x093A56 xB5194A x89CA9E x2B550F xF693FD xB02080 xB0A000 xDCD24C x73D6A9 xF44640 xCAA3E1,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=6,,
STATE_GALICIA,94,cu:spanish cu:galician,building_subsistence_farms,xD0E040,xB85939,x50E040,x0EA604,x33F984,40,x50E040 x167F12 x33F984 xB85939 x0EA604 xD03554 xD0E040 x583E92,,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_iron_mining=14 bg_logging=5 bg_fishing=4,3029,
STATE_ASTURIAS,691,cu:spanish,building_subsistence_farms,x0F84B8,xA1037C,xBF2564,x0F84B8,x5060C0,30,x3E77F9 xA1037C xBF2564 x525202 x0F84B8 xF0A000 x5060C0,state_trait_cuencas_mineras,bg_wheat_farms bg_livestock_ranches,bg_gold_mining=4 bg_coal_mining=65 bg_iron_mining=14 bg_logging=5 bg_fishing=7,3029,
STATE_CASTILE,95,cu:spanish,building_subsistence_farms,x70A000,,x38C557,x0D5242,x0543B8,70,xCA2220 x590C75 x2C00C8 x10C4E5 x702000 x50E0C0 x70A000 xB1C098 x3A3528 xB02000 x4D18FC xDC8B19 xF44AAA x5DB702 xC3ED38 x0D5242 xD060C0 x0543B8 xF02000 xD7A4DE x70F50D x38C557 xD30171 x906201 x24A9D6 xB3BC6E x22193A,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_coal_mining=36 bg_iron_mining=27 bg_logging=6,,
STATE_NAVARRA,96,cu:spanish cu:basque,building_subsistence_farms,xABE0B3,x48868C,x10E0C0,xAC1425,x702080,50,xAC1425 x48868C x9EC9B8 x702080 xCB3245 x10E0C0 xABE0B3,state_trait_basque_iron_ore,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=17 bg_iron_mining=60 bg_logging=11 bg_fishing=6 bg_oil_extraction=10,3029,
STATE_ARAGON,97,cu:spanish,building_subsistence_farms,x45B331,,x506040,x45B331,x339B06,25,x339B06 x3CBF9E x45B331 x506040 x30A080 x5FB607 x202982 x9060C0 x2555A4 xA603C7 x076DE0,,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=36 bg_lead_mining=36 bg_iron_mining=18 bg_logging=8,,
STATE_CATALONIA,98,cu:spanish cu:catalan,building_subsistence_farms,xE0C020,x890622,x11E041,x08B4D6,x906040,35,xE0C020 x0C64AC x936FF3 xC2FFD9 xD616D2 x945748 x11E041 x08B4D6 x906040 x890622 x2914C3,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_lead_mining=24 bg_logging=6 bg_fishing=12,3032,
STATE_BALEARES,99,cu:spanish cu:catalan,building_subsistence_farms,x60F080,x7D3FD7,,,,10,x60F080 x7D3FD7,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_logging=2 bg_fishing=5,3032,
STATE_ANDALUSIA,100,cu:spanish,building_subsistence_farms,x4A1438,xB1108A,x3C4E5B,xD06000,x801020,40,x809020 x59202C x58E3EB x2B6ABC xD06000 x4A1438 x53634F x911497 x3C4E5B xB1108A x801020 x4E5464,state_trait_guadalquivir,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_sugar_plantations bg_vineyard_plantations,bg_iron_mining=30 bg_sulfur_mining=60 bg_logging=4 bg_fishing=9,3031,
STATE_GRANADA,101,cu:spanish,building_subsistence_farms,xA0B040,xBC6ED3,x27E575,x20B040,x0362A1,60,x07E82B xBC6ED3 x0362A1 x099199 x203DB5 xEB9217 x2030C0 xEE7F54 xA0B040 x20B040 x27E575 x0010A0 xF50658,state_trait_guadalquivir,bg_rice_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_tobacco_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=4 bg_fishing=8,3031,
STATE_BADAJOZ,102,cu:spanish,building_subsistence_farms,x679A01,,xF19B02,x7500D4,x30A000,30,x342BE6 x97FBA4 x679A01 x7500D4 xC694C3 xE47DCF xF19B02 x30A000 xB4471A x009020 x4A8E78 x506000,,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_logging=13,,
STATE_VALENCIA,103,cu:catalan cu:spanish,building_subsistence_farms,x8FDF80,xB03776,x626878,xE0BED4,xD06040,60,xDFEF80 x134657 x6549AD x626878 x71158B x99E5CE x25DD5C xA03040 x721583 xD06040 xE0BED4 x8FDF80 xB03776 xCAC27C,,bg_rice_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_coal_mining=60 bg_iron_mining=30 bg_lead_mining=30 bg_logging=5 bg_fishing=10,3032,
STATE_BEIRA,104,cu:portuguese,building_subsistence_farms,xD0A000,xD0A000,xF92B7F,x9238AD,xE24C15,60,xF92B7F xD0A000 x0EF845 x37ADD8 x641376 xA64B2E xE24C15 xD0E0C0 x9238AD xE415AF x3020A3,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_banana_plantations bg_vineyard_plantations,bg_logging=5 bg_fishing=5,3029,
STATE_ESTREMADURA,105,cu:portuguese,building_subsistence_farms,x545164,x50A000,xA0F6EC,x50A000,xD02000,30,x50A000 xD0A080 xD02000 x545164 xA0F6EC,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_banana_plantations bg_vineyard_plantations,bg_logging=4 bg_fishing=8,3029,
STATE_ALENTEJO,106,cu:portuguese,building_subsistence_farms,xEFC9BC,x88DCE1,x207080,xA07080,xC3BFC4,25,x8B17E3 xA07080 xEFC9BC xEBA935 x84A822 x207080 x88DCE1 xC3BFC4 xB0177A,,bg_wheat_farms bg_livestock_ranches bg_banana_plantations bg_vineyard_plantations,bg_coal_mining=28 bg_iron_mining=24 bg_sulfur_mining=20 bg_logging=2 bg_fishing=4,3029,
STATE_CAPE_VERDE,107,cu:portuguese,building_subsistence_pastures,xA2E8C5,x4B7FA5,x4B7FA5,xA2C3E8,xA2C3E8,6,xA2C3E8 xE8E7A2 x4B7FA5 xA2E8C5,,bg_wheat_farms bg_coffee_plantations bg_cotton_plantations bg_sugar_plantations,bg_logging=2 bg_fishing=3,3088,
STATE_CANARY_ISLANDS,1010,cu:spanish,building_subsistence_farms,x655491,x655491,x20EF01,x64C2B3,xC2C164,6,xC2C164 xF0EF86 x655491 x64C2B3 x20EF01,,bg_wheat_farms bg_coffee_plantations bg_cotton_plantations bg_sugar_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_logging=2 bg_fishing=4,3089,
STATE_AZORES,1011,cu:portuguese,building_subsistence_farms,x9B6D87,x769456,x90A080,,x90A080,6,x769456 x90A080 x9B6D87,,bg_wheat_farms bg_coffee_plantations bg_cotton_plantations bg_sugar_plantations bg_banana_plantations bg_vineyard_plantations,bg_logging=2 bg_fishing=5,3069,
STATE_MADEIRA,1012,cu:portuguese,building_subsistence_farms,x4D5156,x385719,x385719,,,8,x385719 x4D5156,,bg_wheat_farms bg_coffee_plantations bg_cotton_plantations bg_sugar_plantations bg_vineyard_plantations,bg_logging=2 bg_fishing=3,3089,
STATE_EASTERN_THRACE,108,cu:greek cu:turkish,building_subsistence_farms,xF0A020,x2073F0,x115006,xFCF160,x608BB0,30,x608BB0 x115006 xFCF160 x194E90 xF02082 xF0A020 x2073F0,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_silk_plantations bg_tobacco_plantations bg_opium_plantations bg_vineyard_plantations,bg_iron_mining=18 bg_logging=4 bg_fishing=10 bg_monuments=1,3035,
STATE_DOBRUDJA,109,cu:bulgarian cu:romanian cu:turkish,building_subsistence_farms,xD9E021,xB06121,xB06121,xA3D7CE,x940C8D,10,x50F5CB x7F25CD x316021 xA3D7CE xB06121 x940C8D x7763F3 xD9E021,state_trait_danube_river,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_logging=11 bg_fishing=7,3036,
STATE_ALBANIA,110,cu:albanian,building_subsistence_farms,xD0A061,xC771E0,x71C0E0,x68131C,xC42EC6,50,xB77F92 xC42EC6 x68131C x7BE071 x51A061 x71C0E0 x5A148F xC771E0 xD0A061,state_trait_terra_rossa,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_iron_mining=24 bg_logging=6 bg_fishing=8 bg_oil_extraction=5,3033,
STATE_BOSNIA,111,cu:bosniak cu:serb cu:croat,building_subsistence_farms,x51A0A0,,x7C904A,x5F13FD,xDA817B,40,x1E7362 x51A0A0 xF06101 xDA817B x23D67C x50209F x3B7D2B x19AF6A x5F13FD x9021E0 xAC2DD3 x7C904A x1121E0 xD0A0A0 x3F67BA xD021A0 xA40356,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_iron_mining=48 bg_lead_mining=39 bg_logging=14,,
STATE_NORTHERN_THRACE,112,cu:turkish cu:bulgarian,building_subsistence_farms,xF021A0,x7121A0,xF021A0,x95BCE8,x6E7192,30,x15CDCD xF0A0E0 x0DE556 x95BCE8 x9D0D6C x455522 x6E7192 xAF56D0 xF021A0 xC7D441 x7121A0,,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_tobacco_plantations bg_vineyard_plantations,bg_iron_mining=33 bg_logging=17 bg_fishing=6,3036,
STATE_BULGARIA,113,cu:turkish cu:bulgarian,building_subsistence_farms,xC59A98,xF0A0A0,x64275F,x71A0A0,x6768DB,35,xB55757 xEFEAA0 xC59A98 xEC96F3 x2038F6 xC2E2B9 xCDD237 xD06121 x71A0A0 x64275F x52BF3E xB4F1D6 x6768DB xE8D59C xF0A0A0 xC866AF,state_trait_danube_river,bg_wheat_farms bg_livestock_ranches bg_cotton_plantations bg_vineyard_plantations,bg_logging=14 bg_fishing=2,3036,
STATE_SLOVENIA,114,cu:german cu:slovene,building_subsistence_farms,x44F127,,x31E041,x31E041,x792B8A,25,x44F127 x792B8A xB0E040 x31E041,state_trait_drava_river,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=60 bg_logging=11,,
STATE_DALMATIA,115,cu:croat cu:serb,building_subsistence_farms,xF9421B,xEFA0C0,xEFA0C0,xF9421B,xF9421B,20,xEFA0C0 x11A0E0 xF9421B,state_trait_krka_falls state_trait_terra_rossa,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_logging=4 bg_fishing=13,3033,
STATE_CROATIA,116,cu:croat cu:serb,building_subsistence_farms,x71A041,xF021C0,x6D8BC6,xF021C0,x70DF00,35,x70DF00 xB39050 x458E4C xB339EC x71A041 xF021C0 x71A0C0 x6D8BC6,state_trait_drava_river state_trait_terra_rossa,bg_wheat_farms bg_livestock_ranches bg_vineyard_plantations,bg_coal_mining=60 bg_logging=11 bg_fishing=5,3033,
